AREA,ValidTimeUTC,SGFHGT,SGFPER
NPHAS_RUM,2021-12-23 00:00:00,2.8,6.0
NPHAS_RUM,2021-12-23 03:00:00,2.4,6.0
NPHAS_RUM,2021-12-23 06:00:00,2.1,5.0
NPHAS_RUM,2021-12-23 09:00:00,1.9,5.0
NPHAS_RUM,2021-12-23 12:00:00,1.9,7.0
NPHAS_RUM,2021-12-23 15:00:00,1.9,5.0
NPHAS_RUM,2021-12-23 18:00:00,2.1,6.0
NPHAS_RUM,2021-12-23 21:00:00,2.2,6.0
NPHAS_RUM,2021-12-24 00:00:00,2.3,6.0
NPHAS_RUM,2021-12-24 03:00:00,2.3,6.0
NPHAS_RUM,2021-12-24 06:00:00,2.3,7.0
NPHAS_RUM,2021-12-24 09:00:00,2.3,7.0
NPHAS_RUM,2021-12-24 12:00:00,2.1,7.0
NPHAS_RUM,2021-12-24 15:00:00,2.0,7.0
NPHAS_RUM,2021-12-24 18:00:00,1.9,7.0
NPHAS_RUM,2021-12-24 21:00:00,1.8,7.0
NPHAS_RUM,2021-12-25 00:00:00,1.9,7.0
NPHAS_RUM,2021-12-25 03:00:00,2.2,7.0
NPHAS_RUM,2021-12-25 06:00:00,2.5,7.0
NPHAS_RUM,2021-12-25 09:00:00,3.7,8.0
NPHAS_RUM,2021-12-25 12:00:00,3.8,8.0
NPHAS_RUM,2021-12-25 15:00:00,2.8,8.0
NPHAS_RUM,2021-12-25 18:00:00,2.4,8.0
NPHAS_RUM,2021-12-25 21:00:00,2.6,8.0
NPHAS_RUM,2021-12-26 00:00:00,2.3,8.0
NPHAS_RUM,2021-12-26 03:00:00,2.3,8.0
NPHAS_RUM,2021-12-26 06:00:00,2.3,7.0
NPHAS_RUM,2021-12-26 09:00:00,2.2,7.0
NPHAS_RUM,2021-12-26 12:00:00,2.0,7.0
NPHAS_RUM,2021-12-26 15:00:00,1.8,7.0
NPHAS_RUM,2021-12-26 18:00:00,1.5,7.0
NPHAS_RUM,2021-12-26 21:00:00,2.5,5.0
NPHAS_RUM,2021-12-27 00:00:00,2.4,5.0
NPHAS_RUM,2021-12-27 03:00:00,2.4,5.0
NPHAS_RUM,2021-12-27 06:00:00,2.2,5.0
NPHAS_RUM,2021-12-27 09:00:00,2.2,5.0
NPHAS_RUM,2021-12-27 12:00:00,1.8,4.0
NPHAS_RUM,2021-12-27 15:00:00,1.9,4.0
NPHAS_RUM,2021-12-27 18:00:00,1.9,4.0
NPHAS_RUM,2021-12-27 21:00:00,2.1,5.0
NPHAS_RUM,2021-12-28 00:00:00,2.1,4.0
NPHAS_RUM,2021-12-28 03:00:00,2.2,5.0
NPHAS_RUM,2021-12-28 06:00:00,2.6,5.0
NPHAS_RUM,2021-12-28 09:00:00,2.1,4.0
NPHAS_RUM,2021-12-28 12:00:00,1.8,4.0
NPHAS_RUM,2021-12-28 15:00:00,1.4,6.0
NPHAS_RUM,2021-12-28 18:00:00,1.2,6.0
NPHAS_RUM,2021-12-28 21:00:00,1.1,6.0
NPHAS_RUM,2021-12-29 00:00:00,1.3,6.0
NPHAS_RUM,2021-12-29 03:00:00,2.1,5.0
NPHAS_RUM,2021-12-29 06:00:00,2.6,6.0
NPHAS_RUM,2021-12-29 09:00:00,2.7,6.0
NPHAS_RUM,2021-12-29 12:00:00,2.7,5.0
NPHAS_RUM,2021-12-29 15:00:00,3.0,5.0
NPHAS_RUM,2021-12-29 18:00:00,3.8,6.0
NPHAS_RUM,2021-12-29 21:00:00,4.1,6.0
NPHAS_RUM,2021-12-30 00:00:00,3.9,6.0
NPHAS_RUM,2021-12-30 03:00:00,3.6,6.0
NPHAS_RUM,2021-12-30 06:00:00,3.1,5.0
NPHAS_RUM,2021-12-30 09:00:00,2.9,5.0
NPHAS_RUM,2021-12-30 12:00:00,2.7,5.0
NPHAS_RUM,2021-12-30 15:00:00,2.6,5.0
NPHAS_RUM,2021-12-30 18:00:00,2.5,5.0
NPHAS_RUM,2021-12-30 21:00:00,2.5,5.0
NPHAS_RUM,2021-12-31 00:00:00,2.5,5.0
NPHAS_RUM,2021-12-31 03:00:00,2.5,5.0
NPHAS_RUM,2021-12-31 06:00:00,2.4,5.0
NPHAS_RUM,2021-12-31 09:00:00,2.1,5.0
NPHAS_RUM,2021-12-31 12:00:00,1.8,4.0
