AREA,ValidTimeUTC,SGFHGT,SGFPER
NPHAS_KAS,2021-11-26 00:00:00,0.5,11.0
NPHAS_KAS,2021-11-26 03:00:00,0.5,11.0
NPHAS_KAS,2021-11-26 06:00:00,0.5,11.0
NPHAS_KAS,2021-11-26 09:00:00,0.5,11.0
NPHAS_KAS,2021-11-26 12:00:00,0.5,14.0
NPHAS_KAS,2021-11-26 15:00:00,0.7,14.0
NPHAS_KAS,2021-11-26 18:00:00,0.7,3.0
NPHAS_KAS,2021-11-26 21:00:00,0.9,3.0
NPHAS_KAS,2021-11-27 00:00:00,1.1,14.0
NPHAS_KAS,2021-11-27 03:00:00,1.1,14.0
NPHAS_KAS,2021-11-27 06:00:00,1.1,14.0
NPHAS_KAS,2021-11-27 09:00:00,1.1,14.0
NPHAS_KAS,2021-11-27 12:00:00,1.0,3.0
NPHAS_KAS,2021-11-27 15:00:00,1.0,13.0
NPHAS_KAS,2021-11-27 18:00:00,1.0,13.0
NPHAS_KAS,2021-11-27 21:00:00,1.0,13.0
NPHAS_KAS,2021-11-28 00:00:00,1.1,13.0
NPHAS_KAS,2021-11-28 03:00:00,1.2,13.0
NPHAS_KAS,2021-11-28 06:00:00,1.3,12.0
NPHAS_KAS,2021-11-28 09:00:00,1.4,7.0
NPHAS_KAS,2021-11-28 12:00:00,1.4,7.0
NPHAS_KAS,2021-11-28 15:00:00,1.4,7.0
NPHAS_KAS,2021-11-28 18:00:00,1.4,8.0
NPHAS_KAS,2021-11-28 21:00:00,0.6,8.0
NPHAS_KAS,2021-11-29 00:00:00,0.5,9.0
NPHAS_KAS,2021-11-29 03:00:00,0.4,9.0
NPHAS_KAS,2021-11-29 06:00:00,0.4,9.0
NPHAS_KAS,2021-11-29 09:00:00,0.4,9.0
NPHAS_KAS,2021-11-29 12:00:00,0.4,9.0
NPHAS_KAS,2021-11-29 15:00:00,0.3,9.0
NPHAS_KAS,2021-11-29 18:00:00,0.3,9.0
NPHAS_KAS,2021-11-29 21:00:00,0.2,9.0
NPHAS_KAS,2021-11-30 00:00:00,0.2,9.0
NPHAS_KAS,2021-11-30 03:00:00,0.3,9.0
NPHAS_KAS,2021-11-30 06:00:00,0.4,2.0
NPHAS_KAS,2021-11-30 09:00:00,0.5,6.0
NPHAS_KAS,2021-11-30 12:00:00,0.7,6.0
NPHAS_KAS,2021-11-30 15:00:00,0.9,6.0
NPHAS_KAS,2021-11-30 18:00:00,1.2,6.0
NPHAS_KAS,2021-11-30 21:00:00,1.5,9.0
NPHAS_KAS,2021-12-01 00:00:00,1.6,9.0
NPHAS_KAS,2021-12-01 03:00:00,1.5,10.0
NPHAS_KAS,2021-12-01 06:00:00,1.2,10.0
NPHAS_KAS,2021-12-01 09:00:00,1.8,4.0
NPHAS_KAS,2021-12-01 12:00:00,1.0,10.0
NPHAS_KAS,2021-12-01 15:00:00,0.8,10.0
NPHAS_KAS,2021-12-01 18:00:00,0.6,10.0
NPHAS_KAS,2021-12-01 21:00:00,0.6,9.0
NPHAS_KAS,2021-12-02 00:00:00,0.5,9.0
NPHAS_KAS,2021-12-02 03:00:00,0.6,9.0
NPHAS_KAS,2021-12-02 06:00:00,0.5,10.0
NPHAS_KAS,2021-12-02 09:00:00,0.6,10.0
NPHAS_KAS,2021-12-02 12:00:00,0.7,10.0
NPHAS_KAS,2021-12-02 15:00:00,1.0,3.0
NPHAS_KAS,2021-12-02 18:00:00,1.0,10.0
NPHAS_KAS,2021-12-02 21:00:00,0.9,10.0
NPHAS_KAS,2021-12-03 00:00:00,1.4,10.0
NPHAS_KAS,2021-12-03 03:00:00,1.3,10.0
NPHAS_KAS,2021-12-03 06:00:00,1.2,10.0
NPHAS_KAS,2021-12-03 09:00:00,1.2,10.0
NPHAS_KAS,2021-12-03 12:00:00,1.1,10.0
NPHAS_KAS,2021-12-03 15:00:00,1.0,10.0
NPHAS_KAS,2021-12-03 18:00:00,1.0,10.0
NPHAS_KAS,2021-12-03 21:00:00,0.9,10.0
NPHAS_KAS,2021-12-04 00:00:00,0.9,10.0
NPHAS_KAS,2021-12-04 03:00:00,0.8,10.0
NPHAS_KAS,2021-12-04 06:00:00,0.8,11.0
NPHAS_KAS,2021-12-04 09:00:00,0.7,11.0
NPHAS_KAS,2021-12-04 12:00:00,0.6,11.0
